execCount post1_u_raw post1_v_raw post2_u_raw post2_v_raw center_u_raw center_v_raw post1_u_filtered post1_v_filtered post2_u_filtered post2_v_filtered center_u_filtered center_v_filtered 
500 1961 662 1999 -1185 1980.0 662.0 nan nan nan nan nan nan 
501 1475 589 1620 -854 1547.5 589.0 nan nan nan nan nan nan 
502 1482 531 1414 -810 1448.0 531.0 nan nan nan nan nan nan 
503 1451 -751 1561 637 1506.0 -751.0 nan nan nan nan nan nan 
504 1645 621 1586 -880 1615.5 621.0 nan nan nan nan nan nan 
505 1907 -1179 1932 630 1919.5 -1179.0 nan nan nan nan nan nan 
506 2010 559 1891 -1289 1950.5 559.0 nan nan nan nan nan nan 
507 2028 529 2086 -1470 2057.0 529.0 nan nan nan nan nan nan 
508 2033 530 1915 -1352 1974.0 530.0 nan nan nan nan nan nan 
509 2071 553 1861 -1298 1966.0 553.0 nan nan nan nan nan nan 
510 2069 571 1926 -1323 1997.5 571.0 nan nan nan nan nan nan 
511 2101 576 1940 -1328 2020.5 576.0 nan nan nan nan nan nan 
512 2081 571 1900 -1300 1990.5 571.0 2056.14285714 555.571428571 nan nan nan nan 
513 2118 586 1812 -1254 1965.0 586.0 2063.875 559.375 nan nan nan nan 
514 1962 542 1605 -1096 1783.5 542.0 2063.875 559.375 nan nan nan nan 
515 2032 556 1789 -1232 1910.5 556.0 2060.33333333 559.0 nan nan nan nan 
516 2055 561 1818 -1257 1936.5 561.0 2059.8 559.2 nan nan nan nan 
517 2115 573 1886 -1303 2000.5 573.0 2064.81818182 560.454545455 1902.71428571 -1313.28571429 1983.76623377 -376.415584416 
518 2056 559 1895 -1305 1975.5 559.0 2064.08333333 560.333333333 1901.75 -1312.25 1982.91666667 -375.958333333 
519 2164 606 1947 -1325 2055.5 606.0 2064.08333333 560.333333333 1906.77777778 -1313.66666667 1985.43055556 -376.666666667 
520 2105 601 1989 -1339 2047.0 601.0 2067.23076923 563.461538462 1915.0 -1316.2 1991.11538462 -376.369230769 
521 2182 625 1827 -1224 2004.5 625.0 2067.23076923 563.461538462 1915.0 -1316.2 1991.11538462 -376.369230769 
522 2160 618 1853 -1245 2006.5 618.0 2067.23076923 563.461538462 1915.0 -1316.2 1991.11538462 -376.369230769 
523 2173 629 1977 -1321 2075.0 629.0 2067.23076923 563.461538462 1920.63636364 -1316.63636364 1993.93356643 -376.587412587 
524 2073 612 1974 -1307 2023.5 612.0 2067.64285714 566.928571429 1925.08333333 -1315.83333333 1996.36309524 -374.452380952 
525 2065 572 1854 -1272 1959.5 572.0 2067.46666667 567.266666667 1891.88888889 -1293.0 1979.67777778 -362.866666667 
526 1974 -1372 2037 551 2005.5 -1372.0 2067.46666667 567.266666667 1891.88888889 -1293.0 1979.67777778 -362.866666667 
527 2164 586 1952 -1362 2058.0 586.0 2092.75 578.65 1895.05263158 -1296.63157895 1993.90131579 -358.990789474 
528 2090 564 2001 -1384 2045.5 564.0 2092.61904762 577.952380952 1900.35 -1301.0 1996.48452381 -361.523809524 
529 2106 572 1869 -1296 1987.5 572.0 2093.22727273 577.681818182 1898.85714286 -1300.76190476 1996.04220779 -361.54004329 
530 2089 570 1919 -1333 2004.0 570.0 2093.04347826 577.347826087 1899.77272727 -1302.22727273 1996.40810277 -362.43972332 
531 2089 567 1932 -1334 2010.5 567.0 2092.875 576.916666667 1901.17391304 -1303.60869565 1997.02445652 -363.346014493 
532 2094 568 1847 -1278 1970.5 568.0 2092.92 576.56 1898.91666667 -1302.54166667 1995.91833333 -362.990833333 
533 2041 554 1920 -1326 1980.5 554.0 2090.92307692 575.692307692 1899.76 -1303.48 1995.34153846 -363.893846154 
534 2079 567 1802 -1243 1940.5 567.0 2090.48148148 575.37037037 1896.0 -1301.15384615 1993.24074074 -362.891737892 
535 2094 571 1830 -1278 1962.0 571.0 2090.60714286 575.214285714 1893.55555556 -1300.2962963 1992.08134921 -362.541005291 
536 2083 575 1878 -1295 1980.5 575.0 2090.34482759 575.206896552 1893.0 -1300.10714286 1991.67241379 -362.450123153 
537 2073 566 1919 -1325 1996.0 566.0 2092.51724138 575.448275862 1894.0 -1301.39285714 1993.25862069 -362.97229064 
538 2104 568 1837 -1286 1970.5 568.0 2097.35714286 578.464285714 1891.21428571 -1299.03571429 1994.28571429 -360.285714286 
539 2095 573 1922 -1323 2008.5 573.0 2098.21428571 579.178571429 1893.39285714 -1299.92857143 1995.80357143 -360.375 
540 2111 579 1935 -1334 2023.0 579.0 2099.71428571 579.464285714 1893.71428571 -1300.32142857 1996.71428571 -360.428571429 
541 2089 570 1932 -1339 2010.5 570.0 2099.96296296 579.555555556 1893.18518519 -1300.74074074 1996.57407407 -360.592592593 
542 2095 577 1814 -1263 1954.5 577.0 2083.31818182 571.590909091 1893.25925926 -1301.07407407 1988.28872054 -364.741582492 
543 2072 565 1920 -1330 1996.0 565.0 2082.82608696 571.304347826 1894.21428571 -1302.10714286 1988.52018634 -365.401397516 
544 2127 579 1923 -1325 2025.0 579.0 2101.53571429 579.535714286 1899.0 -1305.42857143 2000.26785714 -362.946428571 
545 2089 570 1932 -1334 2010.5 570.0 2101.10344828 579.206896552 1900.13793103 -1306.4137931 2000.62068966 -363.603448276 
546 2123 589 1945 -1339 2034.0 589.0 2103.03571429 580.428571429 1905.17857143 -1309.46428571 2004.10714286 -364.517857143 
547 2111 582 1811 -1262 1961.0 582.0 2105.0 581.25 1902.17857143 -1307.92857143 2003.58928571 -363.339285714 
548 2113 576 1820 -1263 1966.5 576.0 2105.27586207 581.068965517 1899.34482759 -1306.37931034 2002.31034483 -362.655172414 
549 2073 569 1811 -1253 1942.0 569.0 2102.13793103 579.793103448 1894.65517241 -1303.89655172 1998.39655172 -362.051724138 
550 2089 567 1932 -1335 2010.5 567.0 2101.5862069 578.620689655 1888.82142857 -1300.89285714 1995.20381773 -361.136083744 
551 2108 577 1828 -1274 1968.0 577.0 2099.03448276 576.965517241 1888.85714286 -1302.67857143 1993.94581281 -362.856527094 
552 2132 588 1803 -1259 1967.5 588.0 2098.06896552 575.931034483 1887.07142857 -1303.17857143 1992.57019704 -363.623768473 
553 2111 582 1919 -1323 2015.0 582.0 2095.93103448 574.310344828 1885.0 -1303.25 1990.46551724 -364.469827586 
554 2092 574 1816 -1260 1954.0 574.0 2096.5862069 573.0 1879.35714286 -1301.57142857 1987.97167488 -364.285714286 
555 2108 574 1843 -1291 1975.5 574.0 2096.96666667 573.033333333 1878.10344828 -1301.20689655 1987.53505747 -364.086781609 
556 2126 582 1842 -1275 1984.0 582.0 2099.0 573.366666667 1877.68965517 -1301.31034483 1988.34482759 -363.97183908 
557 2125 576 1843 -1280 1984.0 576.0 2099.83870968 573.451612903 1876.53333333 -1300.6 1988.18602151 -363.574193548 
558 2106 581 1835 -1276 1970.5 581.0 2097.96774194 573.290322581 1872.63333333 -1297.73333333 1985.30053763 -362.221505376 
559 2115 577 1927 -1328 2021.0 577.0 2098.77419355 573.709677419 1874.38709677 -1298.70967742 1986.58064516 -362.5 
560 2095 574 1922 -1324 2008.5 574.0 2098.65625 573.71875 1875.875 -1299.5 1987.265625 -362.890625 
561 2106 581 1834 -1265 1970.0 581.0 2098.65625 574.0 1874.78125 -1298.53125 1986.71875 -362.265625 
562 2095 577 1814 -1252 1954.5 577.0 2098.84375 574.21875 1871.5 -1296.0 1985.171875 -360.890625 
563 2274 622 1819 -1259 2046.5 622.0 2099.16129032 574.451612903 1867.96875 -1293.65625 1983.56502016 -359.602318548 
564 2111 583 1936 -1332 2023.5 583.0 2099.70967742 574.935483871 1870.75 -1295.34375 1985.22983871 -360.204133065 
565 2104 574 1852 -1296 1978.0 574.0 2101.74193548 575.580645161 1868.625 -1294.40625 1985.18346774 -359.412802419 
566 2110 575 1842 -1271 1976.0 575.0 2103.03333333 576.0 1871.16129032 -1295.83870968 1987.09731183 -359.919354839 
567 2110 578 1937 -1339 2023.5 578.0 2103.93333333 576.1 1873.06451613 -1297.25806452 1988.49892473 -360.579032258 
568 2145 592 1811 -1253 1978.0 592.0 2106.33333333 576.966666667 1869.58064516 -1294.93548387 1987.95698925 -358.984408602 
569 2122 579 1835 -1270 1978.5 579.0 2106.93333333 577.333333333 1869.51612903 -1294.41935484 1988.22473118 -358.543010753 
570 2092 571 1802 -1261 1947.0 571.0 2106.83333333 577.266666667 1865.64516129 -1292.41935484 1986.23924731 -357.576344086 
571 2090 574 1822 -1253 1956.0 574.0 2106.13333333 577.1 1862.0 -1289.80645161 1984.06666667 -356.353225806 
572 2095 577 1799 -1253 1947.0 577.0 2106.33333333 577.333333333 1857.70967742 -1287.03225806 1982.02150538 -354.849462366 
573 2088 569 1933 -1336 2010.5 569.0 2107.27586207 577.482758621 1859.6 -1288.03333333 1983.43793103 -355.275287356 
574 2033 473 1832 -1359 1932.5 473.0 2107.22222222 577.703703704 1854.75 -1285.07142857 1980.98611111 -353.683862434 
575 1894 -1293 2060 573 1977.0 -1293.0 2106.61538462 577.269230769 1851.40740741 -1283.07407407 1979.01139601 -352.902421652 
576 1845 -1248 2147 599 1996.0 -1248.0 2106.44 577.08 1852.96153846 -1283.88461538 1979.70076923 -353.402307692 
577 1816 -1229 2132 598 1974.0 -1229.0 2106.16666667 577.125 1854.28 -1284.72 1980.22333333 -353.7975 
578 2150 599 1844 -1246 1997.0 599.0 2109.375 578.375 1855.6 -1284.44 1982.4875 -353.0325 
579 2133 595 1832 -1238 1982.5 595.0 2111.20833333 579.541666667 1851.6 -1280.56 1981.40416667 -350.509166667 
580 1856 -1254 2127 598 1991.5 -1254.0 2111.34782609 579.652173913 1852.58333333 -1280.83333333 1981.96557971 -350.59057971 
581 1844 -1242 2165 609 2004.5 -1242.0 2110.40909091 579.272727273 1854.73913043 -1281.7826087 1982.57411067 -351.254940711 
582 1838 -1247 2143 599 1990.5 -1247.0 2110.38095238 579.142857143 1828.52941176 -1264.64705882 1969.45518207 -342.75210084 
583 1836 -1242 2154 605 1995.0 -1242.0 2048.5 158.692307692 1915.31818182 -755.954545455 1981.90909091 -298.631118881 
584 1832 -1240 2131 594 1981.5 -1240.0 2037.88461538 88.9230769231 1928.40909091 -670.272727273 1983.14685315 -290.674825175 
585 2133 596 1832 -1239 1982.5 596.0 2038.15384615 89.4615384615 1927.95454545 -668.636363636 1983.0541958 -289.587412587 
586 1853 -1253 2143 599 1998.0 -1253.0 2027.69230769 19.1153846154 1941.59090909 -583.227272727 1984.64160839 -282.055944056 
587 1832 -1238 2132 600 1982.0 -1238.0 2017.15384615 -50.8461538462 1955.09090909 -497.954545455 1986.12237762 -274.40034965 
588 1821 -1236 2154 602 1987.5 -1236.0 2005.84615385 -120.576923077 1963.73913043 -450.130434783 1984.79264214 -285.35367893 
589 1837 -1242 2144 602 1990.5 -1242.0 1995.92307692 -190.423076923 1971.25 -406.291666667 1983.58653846 -298.357371795 
590 1919 -1300 2143 596 2031.0 -1300.0 1991.52 -221.28 1984.125 -328.75 1987.8225 -275.015 
591 2150 602 1844 -1251 1997.0 602.0 1997.61538462 -189.615384615 1978.52 -365.64 1988.06769231 -277.627692308 
592 1840 -1244 2142 598 1991.0 -1244.0 1987.80769231 -259.653846154 1991.64 -291.64 1989.72384615 -275.646923077 
593 2000 -1345 2132 598 2066.0 -1345.0 1987.80769231 -259.653846154 2004.16 -217.36 1995.98384615 -238.506923077 
594 1829 -1242 2213 617 2021.0 -1242.0 1976.96153846 -329.846153846 2012.19230769 -185.269230769 1994.57692308 -257.557692308 
595 1853 -1257 2143 599 1998.0 -1257.0 1967.30769231 -400.269230769 2023.38461538 -112.384615385 1995.34615385 -256.326923077 
596 2143 600 1992 -1348 2067.5 600.0 1968.57692308 -399.307692308 2030.64 -66.04 1999.60846154 -232.673846154 
597 1816 -1229 2132 598 1974.0 -1229.0 1957.26923077 -468.807692308 2034.53846154 -40.5 1995.90384615 -254.653846154 
598 2010 -1350 2127 598 2068.5 -1350.0 1949.76 -511.24 2046.69230769 30.6923076923 1998.22615385 -240.273846154 
599 1821 -1236 2152 601 1986.5 -1236.0 1937.72 -583.84 2058.88461538 102.653846154 1998.30230769 -240.593076923 
600 1831 -1233 2134 603 1982.5 -1233.0 1927.28 -656.0 2071.65384615 174.346153846 1999.46692308 -240.826923077 
601 2014 -1355 2149 603 2081.5 -1355.0 1920.5 -707.25 2144.71428571 600.761904762 2032.60714286 -53.244047619 
602 1844 -1246 2149 604 1996.5 -1246.0 1835.77777778 -1242.11111111 2144.90909091 600.909090909 1990.34343434 -320.601010101 
603 2145 600 2007 -1358 2076.0 600.0 1912.41666667 -781.916666667 2144.90909091 600.909090909 2028.66287879 -90.5037878788 
604 2150 602 1829 -1241 1989.5 602.0 1921.92 -726.56 2144.90909091 600.909090909 2033.41454545 -62.8254545455 
605 2015 -1360 2214 621 2114.5 -1360.0 1921.92 -726.56 2147.91304348 601.782608696 2034.91652174 -62.3886956522 
606 2002 -1353 2131 593 2066.5 -1353.0 1921.92 -726.56 2147.20833333 601.416666667 2034.56416667 -62.5716666667 
607 2159 600 1838 -1247 1998.5 600.0 1934.48 -652.64 2082.93103448 219.75862069 2008.70551724 -216.440689655 
608 1824 -1234 2191 615 2007.5 -1234.0 1934.8 -652.84 2084.96551724 220.344827586 2009.88275862 -216.247586207 
609 1832 -1239 2132 598 1982.0 -1239.0 1922.08 -726.36 2149.04166667 602.083333333 2035.56083333 -62.1383333333 
610 2185 607 1821 -1236 2003.0 607.0 1924.16 -725.88 2149.04166667 602.083333333 2036.60083333 -61.8983333333 
611 1906 -1291 2126 594 2016.0 -1291.0 1927.0 -703.875 2149.0 601.916666667 2038.0 -50.9791666667 
612 1992 -1348 2136 594 2064.0 -1348.0 1946.10344828 -819.379310345 2147.79166667 601.291666667 2046.94755747 -109.043821839 
613 1906 -1291 2142 598 2024.0 -1291.0 1949.96428571 -804.107142857 2147.75 601.25 2048.85714286 -101.428571429 
614 2085 621 1855 -1219 1970.0 621.0 1954.18518519 -787.888888889 2083.13793103 220.413793103 2018.66155811 -283.737547893 
615 2075 551 1790 -1243 1932.5 551.0 1958.88461538 -770.5 2071.37931034 157.068965517 2015.13196286 -306.715517241 
616 2110 579 1837 -1265 1973.5 579.0 1966.71428571 -674.214285714 2071.55172414 156.172413793 2019.13300493 -259.020935961 
617 1874 -1291 2121 587 1997.5 -1291.0 1961.93548387 -735.419354839 2070.79310345 155.75862069 2016.36429366 -289.830367075 
618 2148 599 1984 -1355 2066.0 599.0 1972.12903226 -676.161290323 2068.60714286 139.892857143 2020.36808756 -268.13421659 
619 2149 593 1984 -1355 2066.5 593.0 1982.70967742 -617.161290323 2065.44444444 122.777777778 2024.07706093 -247.191756272 
620 2073 574 1960 -1344 2016.5 574.0 1992.7 -533.866666667 2059.2 84.68 2025.95 -224.593333333 
621 2098 579 1920 -1321 2009.0 579.0 1990.96666667 -534.633333333 2049.43333333 -157.1 2020.2 -345.866666667 
622 2052 566 1985 -1356 2018.5 566.0 1998.03333333 -474.3 2044.2 -222.233333333 2021.11666667 -348.266666667 
623 2100 582 1970 -1350 2035.0 582.0 2000.32 -221.44 2038.8 -287.166666667 2019.56 -254.303333333 
624 2068 568 1884 -1301 1976.0 568.0 2009.88 -149.04 2027.83333333 -351.1 2018.85666667 -250.07 
625 2027 562 1849 -1273 1938.0 562.0 2033.40909091 89.3636363636 2018.03333333 -413.5 2025.72121212 -162.068181818 
626 2115 583 1837 -1270 1976.0 583.0 2032.13636364 88.5909090909 2012.86666667 -410.9 2022.50151515 -161.154545455 
627 2108 581 1808 -1246 1958.0 581.0 2108.64705882 585.117647059 2002.06666667 -472.366666667 2055.35686275 56.3754901961 
628 2308 639 1949 -1336 2128.5 639.0 2108.64705882 585.117647059 1996.13333333 -536.833333333 2052.39019608 24.1421568627 
629 2125 649 1891 -1219 2008.0 649.0 2109.55555556 588.666666667 1987.43333333 -597.5 2048.49444444 -4.41666666667 
630 1933 489 701 529 1317.0 489.0 2109.55555556 588.666666667 1982.37931034 -638.896551724 2045.96743295 -25.1149425287 
631 2033 473 1883 -1409 1958.0 473.0 2109.55555556 588.666666667 1976.42857143 -683.25 2042.99206349 -47.2916666667 
632 1894 -1296 2127 591 2010.5 -1296.0 2109.55555556 588.666666667 1958.19230769 -783.846153846 2033.87393162 -97.5897435897 
633 2151 604 1843 -1247 1997.0 604.0 2109.88888889 588.888888889 1951.88461538 -779.576923077 2030.88675214 -95.344017094 
634 2143 596 1854 -1262 1998.5 596.0 2109.5 588.555555556 1952.84615385 -780.384615385 2031.17307692 -95.9145299145 
635 1844 -1248 2214 621 2029.0 -1248.0 2109.5 588.555555556 1952.84615385 -780.384615385 2031.17307692 -95.9145299145 
636 2133 593 1832 -1239 1982.5 593.0 2110.73684211 588.789473684 1941.34615385 -850.846153846 2026.04149798 -131.028340081 
637 1828 -1238 2149 603 1988.5 -1238.0 2108.05555556 588.166666667 1971.10714286 -679.857142857 2039.58134921 -45.8452380952 
638 2005 -1353 2138 600 2071.5 -1353.0 2108.05555556 588.166666667 1960.14814815 -728.592592593 2034.10185185 -70.212962963 
639 1833 -1244 2131 594 1982.0 -1244.0 2108.05555556 588.166666667 1960.11111111 -728.740740741 2034.08333333 -70.287037037 
640 1814 -1232 2147 599 1980.5 -1232.0 2103.52941176 587.058823529 1972.18518519 -660.777777778 2037.85729847 -36.8594771242 
641 2153 598 2007 -1363 2080.0 598.0 2106.27777778 587.666666667 1973.42857143 -685.857142857 2039.8531746 -49.0952380952 
642 1805 -1222 2138 600 1971.5 -1222.0 2106.27777778 587.666666667 1973.85714286 -685.642857143 2040.06746032 -48.9880952381 
643 2133 596 1832 -1239 1982.5 596.0 2107.68421053 588.105263158 1963.0 -751.107142857 2035.34210526 -81.5009398496 
644 1819 -1231 2116 594 1967.5 -1231.0 2039.56 150.36 1962.07142857 -751.25 2000.81571429 -300.445 
645 2025 -1365 2144 602 2084.5 -1365.0 2033.86956522 108.217391304 1975.40740741 -666.481481481 2004.63848631 -279.132045089 
646 2128 595 1809 -1228 1968.5 595.0 2036.17391304 110.130434783 1976.11111111 -665.925925926 2006.14251208 -277.897745572 
647 1839 -1240 2127 598 1983.0 -1240.0 2024.39130435 31.0434782609 1986.85185185 -596.925925926 2005.6215781 -282.941223833 
648 1829 -1242 2086 582 1957.5 -1242.0 2016.25 -22.0 1985.55555556 -597.111111111 2000.90277778 -309.555555556 
649 1934 -1305 2114 590 2024.0 -1305.0 2010.52173913 -49.0 1990.37037037 -525.074074074 2000.44605475 -287.037037037 
650 1816 -1225 2132 598 1974.0 -1225.0 1996.04347826 -128.043478261 1995.85185185 -452.740740741 1995.94766506 -290.392109501 
651 1833 -1244 2195 612 2014.0 -1244.0 1985.60869565 -207.086956522 2012.03571429 -344.535714286 1998.82220497 -275.811335404 
652 1829 -1242 2134 596 1981.5 -1242.0 1973.91304348 -286.260869565 2026.66666667 -96.875 2000.28985507 -191.567934783 
653 1819 -1231 2056 577 1937.5 -1231.0 1963.7826087 -364.391304348 2027.84 -69.92 1995.81130435 -217.155652174 
654 1817 -1234 2131 594 1974.0 -1234.0 1951.47826087 -443.347826087 2031.80769231 -44.3846153846 1991.64297659 -243.866220736 
655 2133 596 1817 -1233 1975.0 596.0 1951.0 -487.772727273 2029.23076923 -41.7692307692 1990.11538462 -264.770979021 
656 2026 -1366 2143 599 2084.5 -1366.0 1951.0 -487.772727273 2040.53846154 30.2307692308 1995.76923077 -228.770979021 
657 1896 -1281 2148 603 2022.0 -1281.0 1943.19047619 -538.761904762 2052.5 102.269230769 1997.8452381 -218.246336996 
658 1896 -1281 2132 598 2014.0 -1281.0 1934.95 -594.75 2064.96153846 173.192307692 1999.95576923 -210.778846154 
659 1929 -1299 2132 598 2030.5 -1299.0 1934.95 -594.75 2067.44444444 188.925925926 2001.19722222 -202.912037037 
660 1859 -1258 2162 603 2010.5 -1258.0 1927.19230769 -754.423076923 2070.82142857 203.714285714 1999.00686813 -275.354395604 
661 1945 -1322 2213 614 2079.0 -1322.0 1927.85185185 -775.444444444 2075.72413793 217.862068966 2001.78799489 -278.791187739 
662 1995 -1340 2111 593 2053.0 -1340.0 1929.15384615 -755.423076923 2075.17241379 217.931034483 2002.16312997 -268.74602122 
663 1825 -1234 2126 594 1975.5 -1234.0 1916.61538462 -826.115384615 2138.29166667 598.416666667 2027.45352564 -113.849358974 
664 1908 -1286 2149 603 2028.5 -1286.0 1853.19047619 -1254.23809524 2138.72 598.6 1995.9552381 -327.819047619 
665 2149 600 1813 -1232 1981.0 600.0 1919.30769231 -827.423076923 2135.58333333 597.666666667 2027.44551282 -114.878205128 
666 1853 -1257 2143 596 1998.0 -1257.0 1853.61904762 -1254.66666667 2135.88 597.6 1994.74952381 -328.533333333 
667 1996 -1346 2109 589 2052.5 -1346.0 1854.9 -1255.5 2134.28 597.04 1994.59 -329.23 
668 2145 600 1852 -1253 1998.5 600.0 1920.73076923 -827.884615385 2134.125 596.916666667 2027.42788462 -115.483974359 
669 2197 613 1964 -1326 2080.5 613.0 1934.73076923 -756.461538462 2134.26086957 597.043478261 2034.4958194 -79.7090301003 
670 1833 -1244 2085 582 1959.0 -1244.0 1930.96296296 -774.518518519 2132.20833333 596.416666667 2031.58564815 -89.0509259259 
671 1919 -1300 2127 594 2023.0 -1300.0 1934.85185185 -777.037037037 2131.375 596.208333333 2033.11342593 -90.4143518519 
672 1882 -1268 2179 611 2030.5 -1268.0 1924.81481481 -846.148148148 2133.28 596.8 2029.04740741 -124.674074074 
673 1810 -1233 2126 591 1968.0 -1233.0 1925.0 -846.555555556 2132.8 596.44 2028.9 -125.057777778 
674 2148 597 1998 -1358 2073.0 597.0 1925.55555556 -846.518518519 2132.8 596.44 2029.17777778 -125.039259259 
675 1832 -1239 2072 579 1952.0 -1239.0 1926.03703704 -846.814814815 2130.5 595.583333333 2028.26851852 -125.615740741 
676 1987 -1337 2144 602 2065.5 -1337.0 1884.28 -1274.16 2131.04 595.84 2007.66 -339.16 
677 1918 -1295 2144 602 2031.0 -1295.0 1887.44 -1276.36 2131.72 596.0 2009.58 -340.18 
678 1816 -1228 2117 595 1966.5 -1228.0 1886.92 -1275.8 2132.96 596.52 2009.94 -339.64 
679 2160 598 1854 -1262 2007.0 598.0 1939.03333333 -899.533333333 2133.75 596.791666667 2036.39166667 -151.370833333 
680 2116 592 1820 -1234 1968.0 592.0 1944.74193548 -851.419354839 2133.75 596.791666667 2039.24596774 -127.313844086 
681 2024 -1361 2128 598 2076.0 -1361.0 1951.4516129 -855.806451613 2133.58333333 596.791666667 2042.51747312 -129.507392473 
682 1844 -1248 2149 603 1996.5 -1248.0 1951.80645161 -855.935483871 2131.66666667 596.416666667 2041.73655914 -129.759408602 
683 1824 -1238 2136 596 1980.0 -1238.0 1951.64516129 -855.806451613 2131.75 596.416666667 2041.69758065 -129.694892473 
684 1961 -1324 2149 603 2055.0 -1324.0 1956.22580645 -858.806451613 2135.625 597.5 2045.92540323 -130.653225806 
685 1825 -1239 2126 594 1975.5 -1239.0 1956.48387097 -858.967741935 2135.41666667 597.5 2045.95026882 -130.733870968 
686 2024 -1361 2128 598 2076.0 -1361.0 1952.96774194 -922.096774194 2135.12 597.52 2044.04387097 -162.288387097 
687 1823 -1229 2142 602 1982.5 -1229.0 1946.41935484 -917.677419355 2135.08 597.64 2040.74967742 -160.018709677 
688 2014 -1355 2133 599 2073.5 -1355.0 1950.22580645 -920.064516129 2134.48 597.48 2042.35290323 -161.292258065 
689 1801 -1224 2133 596 1967.0 -1224.0 1947.16129032 -918.225806452 2134.52 597.4 2040.84064516 -160.412903226 
690 2145 600 1853 -1257 1999.0 600.0 1954.12903226 -856.967741935 2134.625 597.375 2044.37701613 -129.796370968 
691 1832 -1240 2131 594 1981.5 -1240.0 1953.25806452 -856.387096774 2133.33333333 597.0 2043.29569892 -129.693548387 
692 1824 -1230 2127 598 1975.5 -1230.0 1949.35483871 -853.419354839 2129.75 596.333333333 2039.55241935 -128.543010753 
693 1835 -1238 2220 623 2027.5 -1238.0 1944.19354839 -850.129032258 2134.29166667 597.583333333 2039.24260753 -126.272849462 
694 2096 586 1798 -1220 1947.0 586.0 1952.93548387 -791.419354839 2071.96551724 216.896551724 2012.45050056 -287.261401557 
695 2128 592 1954 -1328 2041.0 592.0 1953.73333333 -775.2 2134.0 597.5 2043.86666667 -88.85 
696 1845 -1253 2147 599 1996.0 -1253.0 1953.46666667 -775.066666667 2134.18181818 597.636363636 2043.82424242 -88.7151515152 
697 1806 -1230 2153 598 1979.5 -1230.0 1947.13333333 -771.2 2136.18181818 598.045454545 2041.65757576 -86.5772727273 
698 1852 -1253 2209 620 2030.5 -1253.0 1937.36666667 -832.966666667 2139.34782609 599.0 2038.35724638 -116.983333333 
699 1841 -1249 2111 590 1976.0 -1249.0 1925.5 -895.033333333 2138.16666667 598.625 2031.83333333 -148.204166667 
700 1929 -1303 2132 598 2030.5 -1303.0 1928.7 -897.0 2140.125 599.291666667 2034.4125 -148.854166667 
701 1838 -1247 2143 599 1990.5 -1247.0 1926.0 -895.233333333 2140.79166667 599.5 2033.39583333 -147.866666667 
702 1812 -1225 2111 593 1961.5 -1225.0 1906.65217391 -759.913043478 2131.0 596.681818182 2018.82608696 -81.6156126482 
703 1808 -1223 2137 600 1972.5 -1223.0 1906.56521739 -759.47826087 2131.5 597.090909091 2019.0326087 -81.1936758893 
704 2007 565 1832 -1236 1919.5 565.0 1826.94117647 -1237.23529412 2131.5 597.090909091 1979.22058824 -320.072192513 
705 2067 549 1835 -1283 1951.0 549.0 1826.625 -1237.125 2067.14814815 187.592592593 1946.88657407 -524.766203704 
706 2064 564 1843 -1274 1953.5 564.0 1826.625 -1237.125 2056.0 118.111111111 1941.3125 -559.506944444 
707 2100 577 1809 -1243 1954.5 577.0 1920.91666667 -630.666666667 2043.59259259 49.7777777778 1982.25462963 -290.444444444 
708 2119 584 1829 -1269 1974.0 584.0 1933.54166667 -555.166666667 2032.92592593 -19.2592592593 1983.2337963 -287.212962963 
709 1951 507 699 534 1325.0 507.0 1923.69565217 -605.304347826 2039.80769231 28.5384615385 1981.75167224 -288.382943144 
710 2057 471 1941 -1458 1999.0 471.0 1914.95454545 -659.727272727 2048.6 79.04 1981.77727273 -290.343636364 
711 1820 -1242 2110 581 1965.0 -1242.0 1910.82608696 -685.043478261 2047.88 78.36 1979.35304348 -303.34173913 
712 2002 -1354 2148 604 2075.0 -1354.0 1913.86363636 -659.454545455 2047.84 78.4 1980.85181818 -290.527272727 
713 1809 -1230 2131 593 1970.0 -1230.0 1913.18181818 -659.090909091 2043.41666667 56.4166666667 1978.29924242 -301.337121212 
714 1854 -1269 2136 591 1995.0 -1269.0 1914.5 -660.454545455 2043.83333333 56.2916666667 1979.16666667 -302.081439394 
715 2008 -1366 2075 577 2041.5 -1366.0 1914.5 -660.454545455 2041.625 55.4166666667 1978.0625 -302.518939394 
716 1843 -1254 2176 611 2009.5 -1254.0 1911.39130435 -686.260869565 2059.40740741 117.925925926 1985.39935588 -284.16747182 
717 1876 -1278 2090 582 1983.0 -1278.0 1913.69565217 -688.391304348 2057.48148148 117.185185185 1985.58856683 -285.603059581 
718 1844 -1259 2142 598 1993.0 -1259.0 1910.79166667 -712.166666667 2057.81481481 117.148148148 1984.30324074 -297.509259259 
719 1846 -1262 2141 593 1993.5 -1262.0 1912.66666667 -713.75 2058.11111111 117.037037037 1985.38888889 -298.356481481 
720 1817 -1237 2111 587 1964.0 -1237.0 1899.0 -790.291666667 2067.66666667 185.333333333 1983.33333333 -302.479166667 
721 1826 -1246 2106 589 1966.0 -1246.0 1898.75 -790.541666667 2066.74074074 185.148148148 1982.74537037 -302.696759259 
722 1918 -1311 2137 598 2027.5 -1311.0 1902.0 -771.434782609 2067.11111111 185.148148148 1984.55555556 -293.14331723 
